1.16	1.5	2.22
1.25	1.58	2.23
1.16	1.37	2.26
1.077	1.315	2.248
1.28	1.31	2.32
1.23	1.17	2.35
1.34	1.08	2.4
1.4	1.09	2.53
1.4	0.97	2.34
1.49	0.99	2.54
1.5	0.92	2.43
1.565	0.846	2.412
1.39	1.3	2.22
1.51	1.32	2.26
1.36	1.27	2.1
1.263	1.25	2.083
1.45	1.26	1.98
1.44	1.21	1.84
1.58	1.19	1.77
1.35	1.09	1.83
1.51	1.4	1.96
1.63	1.42	1.94
1.42	1.5	1.97
1.324	1.478	1.985
1.46	1.64	1.96
1.34	1.74	1.92
1.39	1.88	1.87
1.4	1.99	1.94
1.383	1.998	2.038
1.42	1.92	1.74
1.44	2.1	1.85
1.456	2.196	1.875
1.45	2.05	1.74
1.42	1.84	1.62
1.396	1.743	1.615
1.49	2.13	1.62
1.507	2.229	1.62
1.46	1.92	1.51
1.459	1.875	1.421
1.5	2.05	1.51
1.538	2.088	1.426
1.57	1.67	2.05
1.68	1.7	2.01
1.54	1.66	2.18
1.446	1.636	2.203
1.63	1.68	2.29
1.61	1.6	2.42
1.77	1.62	2.26
1.88	1.68	2.3
1.77	1.51	2.19
1.682	1.472	2.162
1.89	1.44	2.15
1.83	1.3	2.13
1.84	1.21	2.25
1.78	1.07	2.23
1.76	0.99	2.35
1.7	0.86	2.33
1.691	0.814	2.418
1.61	0.871	2.289
1.758	0.805	2.27
1.96	1.51	2.04
2.09	1.53	2.04
1.88	1.55	1.94
1.783	1.526	1.944
1.93	1.63	1.82
1.82	1.7	1.75
1.87	1.81	1.65
1.73	1.6	1.68
1.99	1.76	1.87
2.09	1.81	1.81
1.94	1.81	1.98
1.865	1.759	2.021
1.98	1.93	2.05
1.88	1.99	2.14
1.85	2.14	2.12
1.7	2.19	2.15
1.66	2.25	2.05
1.65	2.16	2.25
2.12	1.92	2.11
2.18	2.02	2.15
2.17	1.8	2.12
2.113	1.723	2.09
2.3	1.77	2.17
2.31	1.62	2.2
2.41	1.82	2.08
2.52	1.87	2.13
2.38	1.81	1.95
2.293	1.77	1.92
2.48	1.86	1.85
2.61	1.79	1.83
2.67	1.82	1.69
2.7	1.73	1.61
2.68	1.93	1.66
2.4	1.92	1.72
2.41	1.85	1.61
2.34	2.03	1.74
2.343	2.069	1.832
2.27	2.1	1.64
2.22	2.23	1.7
2.14	2.33	1.61
2.13	2.2	1.82
2.33	2.12	1.5
2.28	2.09	1.4
2.45	2.19	1.51
2.482	2.22	1.6
2.53	2.22	1.39
2.61	2.32	1.46
2.57	2.09	1.31
2.58	2.09	1.18
2.6	1.99	1.38
2.596	2.001	1.479
2.64	1.86	1.33
2.52	1.82	1.24
2.53	1.8	1.12
2.41	1.8	1.31
2.412	1.811	1.409
2.28	1.76	1.24
2.19	1.78	1.36
2.17	1.65	1.45
2.26	1.62	1.55
2.337	1.677	1.578
2.08	1.55	1.45
2.23	1.51	1.6
2.12	1.47	1.55
2.24	1.84	1.12
2.21	1.79	1.01
2.24	1.98	1.14
2.261	2.017	1.23
2.21	2.07	1.03
2.3	2.04	0.91
2.25	2.02	0.8
2.43	2.04	0.94
2.459	2.061	1.033
2.53	2.01	0.84
2.67	2.04	0.9
2.78	2.04	0.81
2.92	2.07	0.86
3.01	2.1	0.78
2.93	2.06	0.99
2.85	2.035	1.045
3.018	2.077	1.035
2.48	1.89	0.78
2.45	1.89	0.65
2.46	1.79	0.86
2.485	1.799	0.957
2.4	1.66	0.81
2.41	1.58	0.94
2.55	1.51	0.95
2.63	1.51	0.87
2.58	1.47	1.06
2.29	1.67	0.71
2.31	1.65	0.59
2.17	1.71	0.77
2.167	1.725	0.869
2.05	1.73	0.69
1.94	1.79	0.78
1.9	1.7	0.9
1.83	1.83	0.68
1.85	1.77	1.02
2.08	1.8	0.56
2.04	1.76	0.45
2.15	1.92	0.57
2.174	1.952	0.662
2.19	2	0.46
2.23	2.14	0.51
2.15	2.22	0.61
2.23	2.33	0.67
2.02	2.27	0.55
2.25	1.92	0.35
2.19	1.92	0.24
2.36	1.86	0.38
2.393	1.87	0.474
2.44	1.78	0.29
2.57	1.76	0.37
2.64	1.9	0.39
2.65	1.66	0.28
2.77	1.88	0.48
2.35	1.67	0.22
2.35	1.66	0.1
2.28	1.6	0.31
2.294	1.614	0.408
2.18	1.5	0.26
2.11	1.41	0.36
2.02	1.3	0.3
2.1	1.24	0.18
2.03	1.12	0.13
1.944	1.132	0.08
2.08	0.99	0.15
2.01	0.89	0.11
1.922	0.905	0.066
2.044	0.797	0.123
2.2	0.97	0.21
2.254	1.048	0.241
2.234	0.877	0.224
2.09	1.56	0.15
2.08	1.5	0.04
2.03	1.67	0.19
2.046	1.705	0.282
1.94	1.74	0.1
1.86	1.86	0.16
1.75	1.92	0.08
1.64	1.82	0.06
1.69	2.04	0.15
2.01	1.78	-0.03
1.96	1.75	-0.14
2.12	1.85	-0.02
2.152	1.871	0.072
2.2	1.9	-0.13
2.32	1.98	-0.09
2.28	2.12	-0.03
2.15	2.16	-0.05
2.085	2.101	-0.098
2.37	2.2	0.04
2.465	2.173	0.054
2.11	2.29	0
2.018	2.326	-0.017
2.32	2.32	0.09
2.381	2.378	0.144
2.2	2.36	0.07
2.172	2.448	0.109
2.25	1.79	-0.23
2.24	1.81	-0.35
2.29	1.68	-0.18
2.294	1.676	-0.08
2.33	1.56	-0.25
2.41	1.49	-0.14
2.54	1.56	-0.1
2.66	1.49	-0.14
2.7	1.53	-0.28
2.83	1.46	-0.32
2.855	1.487	-0.413
2.903	1.486	-0.257
2.817	1.361	-0.317
2.22	1.49	-0.32
2.23	1.46	-0.45
2.11	1.47	-0.25
2.11	1.499	-0.154
1.99	1.41	-0.3
1.91	1.37	-0.18
1.99	1.28	-0.09
1.935	1.255	-0.011
1.9	1.49	-0.4
1.85	1.43	-0.49
1.89	1.62	-0.37
1.935	1.657	-0.289
1.81	1.71	-0.46
1.68	1.72	-0.37
1.61	1.6	-0.34
1.55	1.52	-0.43
1.6	1.53	-0.22
1.49	1.41	-0.37
1.52	1.42	-0.24
1.489	1.357	-0.169
1.89	1.83	-0.49
1.88	1.94	-0.43
1.97	1.81	-0.6
2.05	1.92	-0.65
2.15	1.85	-0.74
2.12	1.7	-0.75
1.99	1.69	-0.66
1.98	2.05	-0.68
2.04	2.16	-0.66
1.86	2.04	-0.71
1.821	1.949	-0.721
1.77	2.16	-0.73
1.64	2.08	-0.79
1.56	2.01	-0.69
1.57	1.85	-0.7
1.46	1.8	-0.7
1.68	1.8	-0.7
1.76	2.25	-0.62
1.78	2.38	-0.63
1.74	2.2	-0.5
1.73	2.101	-0.496
1.73	2.27	-0.37
1.72	2.19	-0.24
1.84	2.13	-0.23
1.843	2.075	-0.147
1.61	2.08	-0.26
1.84	2.37	-0.33
1.82	2.47	-0.27
1.96	2.33	-0.36
1.969	2.242	-0.406
2.09	2.41	-0.33
2.2	2.32	-0.39
2.34	2.38	-0.4
2.38	2.43	-0.26
2.44	2.28	-0.45
2.1	2.52	-0.44
2.13	2.64	-0.4
2.07	2.49	-0.56
2.044	2.395	-0.578
2.07	2.58	-0.67
2.01	2.53	-0.81
2	2.63	-0.92
2.14	2.64	-1
2.23	2.6	-0.93
2.14	2.69	-1.11
2	2.71	-0.62
2.04	2.82	-0.66
1.9	2.69	-0.54
1.871	2.596	-0.52
1.83	2.8	-0.48
1.72	2.75	-0.38
1.59	2.71	-0.44
1.5	2.83	-0.47
1.43	2.82	-0.6
1.29	2.86	-0.58
1.241	2.854	-0.667
1.247	2.799	-0.513
1.287	2.954	-0.546
1.89	2.89	-0.37
1.84	3.01	-0.35
1.99	2.84	-0.31
2.016	2.746	-0.329
2.07	2.92	-0.21
2.12	2.79	-0.13
2.04	2.77	-0.01
2.07	2.84	0.1
2.142	2.909	0.095
1.93	2.68	0
1.903	2.624	-0.079
2	2.82	0.23
2.026	2.87	0.312
1.86	2.67	0.12
1.776	2.615	0.123
1.9	2.73	0.23
1.855	2.708	0.316
2.19	2.97	-0.28
2.29	2.9	-0.32
2.19	3.1	-0.3
2.112	3.15	-0.263
2.29	3.18	-0.37
2.27	3.33	-0.38
2.2	3.37	-0.51
2.23	3.33	-0.62
2.09	3.43	-0.5
2.43	3.17	-0.3
2.53	3.15	-0.36
2.42	3.18	-0.16
2.329	3.195	-0.121
2.53	3.17	-0.07
2.54	3.23	0.07
2.44	3.17	0.17
2.41	3.28	0.27
2.45	3.23	0.41
2.545	3.203	0.424
2.37	3.22	0.51
2.41	3.18	0.63
2.506	3.156	0.645
2.344	3.174	0.705
2.24	3.25	0.5
2.202	3.281	0.413
2.18	3.241	0.58
2.6	3.03	-0.07
2.71	3.02	-0.01
2.54	2.93	-0.13
2.451	2.948	-0.172
2.59	2.8	-0.14
2.53	2.69	-0.04
2.5	2.75	0.09
2.6	2.81	0.16
2.692	2.819	0.121
2.37	2.74	0.15
2.296	2.69	0.105
2.57	2.86	0.29
2.643	2.906	0.34
2.35	2.8	0.27
2.256	2.808	0.303
2.45	2.85	0.35
2.435	2.877	0.445
2.62	2.73	-0.27
2.71	2.63	-0.28
2.56	2.77	-0.37
2.496	2.846	-0.355
2.57	2.72	-0.51
2.53	2.8	-0.64
2.46	2.93	-0.61
2.41	3	-0.74
2.36	3.14	-0.71
2.32	3.2	-0.84
2.286	3.293	-0.825
2.399	3.203	-0.901
2.248	3.145	-0.881
2.72	2.69	-0.54
2.75	2.57	-0.58
2.8	2.79	-0.51
2.764	2.876	-0.475
2.95	2.77	-0.53
3.02	2.89	-0.48
3.04	2.9	-0.33
2.95	2.96	-0.24
3.14	2.84	-0.25
3	2.94	-0.12
3.11	2.87	-0.12
3.163	2.843	-0.039
3	2.64	-0.49
3.1	2.58	-0.55
2.94	2.59	-0.38
2.87	2.646	-0.336
2.97	2.46	-0.32
2.89	2.42	-0.2
2.94	2.46	-0.06
2.96	2.61	-0.06
2.84	2.42	0.05
2.97	2.34	-0.41
2.86	2.29	-0.45
3.08	2.28	-0.44
3.162	2.315	-0.395
3.1	2.17	-0.53
3.19	2.18	-0.65
3.18	2.32	-0.72
3.04	2.34	-0.78
2.95	2.42	-0.69
2.82	2.44	-0.75
2.763	2.493	-0.688
2.83	2.489	-0.836
2.777	2.351	-0.767
3.1	2.02	-0.48
3.04	1.93	-0.55
3.17	2	-0.37
3.217	2.077	-0.326
3.18	1.86	-0.31
3.33	1.83	-0.31
3.39	1.94	-0.23
3.489	1.928	-0.225
3.39	1.83	-0.44
3.12	1.85	-0.17
3.09	1.95	-0.1
3.12	1.72	-0.13
3.152	1.647	-0.191
3.07	1.69	0.01
3.1	1.54	0.04
3.02	1.47	0.15
2.91	1.37	0.1
2.85	1.33	0.2
2.89	1.35	-0.01
3.17	1.74	0.1
3.14	1.8	0.21
3.3	1.73	0.06
3.318	1.683	-0.026
3.41	1.78	0.13
3.55	1.77	0.07
3.39	1.93	0.16
3.38	1.97	0.28
3.38	2	0.05
3.392	1.954	-0.038
3.35	2.15	0.05
3.34	2.21	-0.09
3.46	2.19	-0.19
3.44	2.25	-0.33
3.55	2.27	-0.38
3.33	2.28	-0.37
3.24	2.19	0.15
3.27	2.28	0.23
3.13	2.13	0.13
3.122	2.068	0.052
3.01	2.15	0.22
2.91	2.05	0.16
2.87	2.08	0.02
2.72	2.01	-0.03
2.74	2	-0.2
3.05	2.14	0.37
3.04	2.25	0.44
3.09	2.02	0.41
3.099	1.945	0.345
3.12	2	0.55
3.21	1.87	0.56
3.15	1.74	0.51
3.23	1.62	0.54
3.19	1.5	0.46
3.27	1.38	0.49
3.238	1.304	0.433
3.366	1.398	0.47
3.26	1.356	0.587
3.23	2.1	0.59
3.23	2.14	0.71
3.31	2.13	0.5
3.301	2.086	0.411
3.42	2.23	0.52
3.52	2.27	0.41
3.37	2.37	0.55
3.41	2.43	0.66
3.28	2.42	0.47
3.251	2.366	0.391
3.22	2.55	0.49
3.1	2.56	0.4
3.03	2.68	0.42
2.951	2.683	0.359
3.14	2.58	0.62
3.04	2.51	0.65
3.18	2.69	0.69
3.256	2.745	0.654
3.12	2.73	0.81
3.21	2.83	0.88
3.31	2.77	0.99
3.24	2.69	1.1
3.2	2.77	1.19
3.23	2.57	1.09
2.98	2.8	0.81
2.9	2.8	0.9
2.96	2.87	0.69
3.029	2.865	0.618
2.84	2.95	0.67
2.86	3.03	0.54
2.75	3.13	0.52
2.71	3.17	0.42
2.71	3.18	0.63
2.73	2.84	0.66
2.62	2.86	0.72
2.76	2.73	0.6
2.85	2.724	0.557
2.67	2.61	0.59
2.75	2.49	0.54
2.68	2.41	0.43
2.75	2.43	0.3
2.7	2.26	0.47
2.63	2.58	0.73
2.51	2.57	0.77
2.74	2.56	0.81
2.831	2.573	0.771
2.73	2.52	0.95
2.83	2.49	1.06
2.8	2.36	1.13
2.91	2.33	1.24
3.05	2.35	1.18
3.16	2.3	1.27
3.249	2.315	1.226
3.157	2.349	1.357
3.148	2.202	1.287
2.61	2.61	1
2.5	2.57	1.02
2.65	2.74	1.02
2.744	2.766	0.999
2.56	2.84	1.07
2.64	2.97	1.02
2.75	3.02	1.11
2.77	3.17	1.1
2.89	3.22	1.17
2.91	3.36	1.15
2.992	3.389	1.199
2.921	3.378	1.052
2.831	3.41	1.185
2.42	2.82	1.02
2.32	2.82	1.1
2.41	2.79	0.89
2.495	2.781	0.838
2.29	2.77	0.82
2.26	2.78	0.67
2.12	2.81	0.63
2.06	2.93	0.66
2.03	2.73	0.56
1.94	2.92	0.62
1.92	2.81	0.55
1.837	2.789	0.498
2.2	2.66	0.88
2.08	2.68	0.9
2.26	2.54	0.9
2.356	2.53	0.874
2.19	2.42	0.96
2.13	2.47	1.09
2.02	2.44	1.13
2.22	2.55	1.16
2.311	2.567	1.123
2.18	2.61	1.29
2.27	2.69	1.38
2.21	2.74	1.51
2.4	2.61	1.41
2.05	2.69	1.28
1.96	2.67	1.36
2.05	2.79	1.19
2.132	2.802	1.134
1.94	2.88	1.17
1.98	2.99	1.07
2.08	3.07	1.14
2.111	3.144	1.081
1.87	3.08	1.02
1.82	2.79	1.16
1.73	2.81	1.25
1.82	2.7	1.06
1.898	2.696	0.998
1.71	2.61	1.04
1.77	2.52	0.93
1.69	2.39	0.9
1.81	2.6	0.81
1.66	2.52	1.16
1.54	2.52	1.19
1.76	2.45	1.21
1.853	2.463	1.176
1.73	2.35	1.32
1.87	2.29	1.35
1.91	2.17	1.27
1.96	2.06	1.36
1.8	2.13	1.18
1.65	2.43	1.43
1.54	2.38	1.47
1.7	2.55	1.46
1.781	2.584	1.411
1.64	2.63	1.56
1.73	2.75	1.58
1.86	2.7	1.58
1.925	2.775	1.593
1.71	2.82	1.72
1.49	2.66	1.54
1.41	2.64	1.64
1.45	2.71	1.43
1.522	2.731	1.363
1.32	2.74	1.39
1.32	2.81	1.25
1.24	2.61	1.4
1.13	2.61	1.46
1.29	2.5	1.35
1.378	2.511	1.304
1.24	2.37	1.35
1.3	2.26	1.27
1.22	2.13	1.25
1.09	2.16	1.17
1.3	2.03	1.17
1.19	2.32	1.49
1.07	2.28	1.51
1.28	2.32	1.58
1.372	2.35	1.553
1.26	2.28	1.72
1.15	2.36	1.78
1.05	2.31	1.84
1.16	2.49	1.76
1.237	2.522	1.705
1.07	2.59	1.81
1.14	2.71	1.75
0.92	2.54	1.78
0.84	2.54	1.87
0.91	2.5	1.65
0.986	2.51	1.585
0.78	2.44	1.61
0.8	2.43	1.45
0.84	2.57	1.39
0.67	2.37	1.41
0.89	2.56	1.24
0.73	2.31	1.67
0.62	2.31	1.72
0.82	2.22	1.67
0.906	2.237	1.622
0.8	2.09	1.74
0.94	2.02	1.71
0.98	1.99	1.57
1.1	1.9	1.57
0.87	1.93	1.49
0.75	2.11	1.88
0.63	2.08	1.91
0.84	2.16	1.96
0.932	2.178	1.925
0.81	2.19	2.1
0.92	2.27	2.17
1.06	2.22	2.14
1.17	2.3	2.21
1.31	2.26	2.18
1.41	2.36	2.22
1.501	2.327	2.197
1.393	2.446	2.172
1.404	2.376	2.319
0.67	2.25	2.13
0.62	2.25	2.24
0.62	2.31	2.02
0.673	2.315	1.935
0.48	2.37	2.03
0.5	2.51	1.95
0.56	2.62	2.04
0.55	2.75	1.96
0.63	2.86	2.03
0.63	2.99	1.95
0.683	3.059	1.999
0.671	2.974	1.86
0.536	3.022	1.939
0.37	2.28	2.01
0.25	2.31	2.02
0.41	2.15	1.99
0.508	2.128	1.989
0.31	2.04	1.97
0.29	1.98	2.11
0.42	1.95	2.19
0.39	1.93	2.34
0.3	1.8	2.36
0.26	1.79	2.5
0.204	1.708	2.513
0.342	1.783	2.558
0.208	1.871	2.526
0.19	2.07	1.89
0.08	2.04	1.92
0.22	2.13	1.78
0.316	2.151	1.759
0.11	2.17	1.68
0.05	2.31	1.68
-0.02	2.35	1.59
0.06	2.37	1.8
0.101	2.321	1.877
0.01	2.51	1.82
-0.05	2.55	1.96
-0.15	2.47	2.02
-0.22	2.37	1.94
-0.21	2.46	2.14
-0.31	2.31	2.02
-0.3	2.36	2.14
-0.351	2.329	2.22
0.13	2.59	1.79
0.18	2.67	1.87
0.18	2.57	1.67
0.137	2.499	1.615
0.29	2.64	1.61
0.37	2.55	1.5
0.28	2.46	1.43
0.31	2.32	1.41
0.16	2.47	1.36
0.22	2.26	1.34
0.13	2.35	1.31
0.048	2.331	1.256
0.28	2.76	1.52
0.39	2.8	1.46
0.16	2.81	1.5
0.084	2.765	1.546
0.13	2.92	1.42
-0.02	2.89	1.45
-0.08	2.96	1.57
-0.09	2.88	1.7
-0.07	2.76	1.67
-0.11	2.93	1.81
0.23	3.04	1.42
0.27	3.09	1.32
0.26	3.08	1.55
0.218	3.031	1.626
0.35	3.19	1.58
0.37	3.21	1.73
0.47	3.19	1.49
0.51	3.3	1.43
0.54	3.08	1.49
0.509	3.005	1.548
0.66	3.06	1.41
0.76	2.96	1.49
0.72	2.94	1.64
0.77	3.06	1.73
0.78	3.01	1.85
0.78	3.17	1.69
0.65	3.03	1.26
0.71	3.09	1.17
0.55	2.94	1.23
0.498	2.896	1.303
0.52	2.91	1.09
0.42	2.8	1.05
0.46	2.68	0.98
0.61	2.65	1.01
0.38	2.56	1.01
0.48	3.01	0.98
0.53	3	0.87
0.39	3.1	1.02
0.357	3.094	1.114
0.34	3.2	0.94
0.22	3.28	1
0.16	3.38	0.9
0.01	3.38	0.91
-0.06	3.47	0.81
-0.2	3.46	0.82
-0.243	3.521	0.753
-0.228	3.366	0.802
-0.229	3.487	0.912
0.45	3.27	0.86
0.47	3.25	0.74
0.53	3.35	0.94
0.65	3.42	0.89
0.7	3.49	1.01
0.62	3.45	1.14
0.52	3.35	1.08
0.74	3.34	0.79
0.79	3.39	0.69
0.75	3.21	0.83
0.703	3.178	0.912
0.83	3.12	0.75
0.84	2.99	0.83
0.94	2.88	0.78
1.07	2.89	0.86
0.88	2.74	0.8
0.76	3.09	0.61
0.83	3.1	0.51
0.64	3.06	0.62
0.597	3.056	0.71
0.56	3.03	0.5
0.41	3.02	0.54
0.57	3.15	0.4
0.61	3.13	0.28
0.55	3.27	0.45
0.525	3.276	0.547
0.56	3.39	0.38
0.53	3.5	0.48
0.39	3.49	0.53
0.35	3.58	0.64
0.23	3.6	0.66
0.45	3.64	0.71
0.545	3.622	0.686
0.428	3.702	0.785
0.71	3.4	0.32
0.72	3.42	0.2
0.8	3.39	0.41
0.772	3.375	0.505
0.94	3.4	0.38
1.05	3.39	0.49
1.06	3.26	0.54
1.131	3.257	0.61
0.97	3.3	0.26
1.02	3.35	0.15
0.94	3.18	0.28
0.9	3.156	0.368
0.96	3.07	0.18
0.97	2.94	0.25
1.09	2.93	0.34
1.09	2.97	0.48
1.014	3.014	0.528
1.21	2.88	0.32
1.2	2.94	0.53
1.28	2.89	0.44
0.88	3.09	0.05
0.94	3.05	-0.06
0.76	3.13	0.06
0.723	3.149	0.151
0.67	3.15	-0.06
0.52	3.13	-0.04
0.71	3.28	-0.14
0.74	3.27	-0.26
0.72	3.39	-0.07
0.698	3.384	0.027
0.76	3.52	-0.12
0.69	3.63	-0.05
0.77	3.65	0.07
0.73	3.724	0.125
0.55	3.6	-0.01
0.89	3.58	-0.16
0.9	3.69	-0.22
1	3.51	-0.12
0.986	3.426	-0.067
1.14	3.55	-0.15
1.22	3.61	-0.03
1.19	3.76	-0.02
1.28	3.82	0.09
1.23	3.96	0.13
1.32	4.02	0.23
1.286	4.111	0.255
1.323	3.962	0.311
1.412	4.028	0.192
1.22	3.42	-0.19
1.27	3.41	-0.3
1.23	3.33	-0.1
1.185	3.35	-0.013
1.3	3.2	-0.11
1.34	3.13	0.02
1.36	3.23	0.13
1.44	3.34	0.12
1.32	3.22	0.26
1.44	3.4	0.24
1.37	3.33	0.32
1.354	3.354	0.416
1.26	3.11	-0.23
1.35	3.04	-0.29
1.13	3.11	-0.26
1.067	3.166	-0.206
1.08	3.03	-0.37
1.11	3.05	-0.52
1.07	3.19	-0.57
1.09	3.2	-0.73
1.07	3.34	-0.78
1.1	3.35	-0.92
1.086	3.444	-0.95
1.195	3.324	-0.936
1.04	3.289	-0.971
1.09	2.88	-0.36
1.11	2.81	-0.46
1.07	2.83	-0.24
1.045	2.895	-0.168
1.08	2.69	-0.2
1.14	2.69	-0.06
1.28	2.75	-0.05
1.12	2.55	-0.02
1.34	2.78	-0.19
0.96	2.61	-0.21
0.86	2.62	-0.12
0.95	2.52	-0.3
0.84	2.42	-0.32
0.86	2.37	-0.46
0.99	2.43	-0.52
1.05	2.51	-0.41
0.81	2.32	-0.21
0.91	2.26	-0.16
0.69	2.31	-0.19
0.625	2.365	-0.243
0.64	2.21	-0.08
0.49	2.18	-0.1
0.4	2.3	-0.14
0.45	2.12	0.04
0.4	2.41	-0.04
0.72	2.08	-0.1
0.75	2.02	0
0.75	2.06	-0.22
0.72	2.125	-0.29
0.83	1.94	-0.26
0.84	1.93	-0.41
0.86	1.79	-0.47
0.79	1.69	-0.39
0.81	1.55	-0.44
0.71	1.45	-0.4
0.734	1.361	-0.439
0.708	1.443	-0.3
0.62	1.478	-0.433
0.96	1.94	-0.18
1.02	1.83	-0.14
1.01	2.06	-0.15
0.957	2.141	-0.176
1.14	2.08	-0.08
1.17	2.21	-0.14
1.22	2.2	-0.29
1.34	2.27	-0.33
1.392	2.324	-0.264
1.16	2.12	-0.38
1.082	2.065	-0.35
1.38	2.26	-0.46
1.462	2.311	-0.487
1.2	2.11	-0.51
1.151	2.052	-0.575
1.32	2.19	-0.55
1.36	2.18	-0.68
1.297	2.12	-0.73
1.12	2.04	0.07
1.2	1.97	0.13
1.01	2.09	0.12
0.951	2.144	0.06
0.97	2.07	0.26
0.85	2.15	0.28
0.86	2.3	0.3
0.78	2.35	0.42
1.01	2.34	0.31
0.97	1.92	0.28
1.01	1.87	0.39
0.92	1.85	0.18
0.887	1.9	0.1
0.91	1.71	0.18
0.82	1.63	0.07
0.88	1.51	0.01
0.78	1.41	-0.07
0.7	1.37	0.02
0.79	1.39	-0.18
1.05	1.66	0.17
1.1	1.58	0.27
1.12	1.7	0.07
1.076	1.764	0.007
1.26	1.66	0.04
1.31	1.75	-0.07
1.28	1.7	-0.21
1.32	1.77	-0.31
1.373	1.853	-0.293
1.21	1.58	-0.23
1.176	1.526	-0.153
1.29	1.73	-0.45
1.319	1.787	-0.527
1.19	1.54	-0.36
1.149	1.45	-0.374
1.22	1.61	-0.47
1.194	1.579	-0.561
1.33	1.67	0.18
1.37	1.57	0.24
1.35	1.8	0.22
1.315	1.875	0.164
1.42	1.83	0.34
1.45	1.98	0.38
1.58	2	0.47
1.31	2.02	0.45
1.58	2.14	0.54
1.38	1.73	0.45
1.46	1.67	0.52
1.25	1.72	0.47
1.193	1.782	0.417
1.18	1.63	0.56
1.03	1.6	0.55
0.96	1.71	0.59
0.862	1.691	0.584
1.24	1.49	0.56
1.25	1.42	0.67
1.28	1.45	0.44
1.268	1.511	0.362
1.34	1.32	0.42
1.33	1.27	0.27
1.21	1.18	0.24
1.12	1.13	0.36
1.11	1.01	0.36
1.08	1.21	0.44
1.48	1.31	0.49
1.49	1.23	0.59
1.57	1.38	0.43
1.545	1.429	0.347
1.71	1.39	0.48
1.75	1.53	0.44
1.7	1.39	0.64
1.78	1.33	0.71
1.6	1.47	0.68
1.544	1.517	0.612
1.57	1.49	0.83
1.46	1.58	0.88
1.48	1.73	0.85
1.45	1.54	1.03
1.43	1.82	0.96
1.57	1.35	0.9
1.65	1.33	0.99
1.48	1.27	0.86
1.421	1.298	0.784
1.46	1.14	0.92
1.31	1.1	0.87
1.2	1.18	0.94
1.31	0.95	0.88
1.06	1.17	0.88
1.57	1.04	0.89
1.61	0.96	0.98
1.63	1.05	0.77
1.599	1.12	0.706
1.74	0.96	0.73
1.82	1.01	0.61
1.89	0.9	0.54
1.83	0.79	0.48
2.03	0.88	0.52
1.92	0.71	0.43
2.04	0.76	0.45
2.126	0.718	0.42
1.84	1	0.84
1.89	0.92	0.91
1.87	1.13	0.84
1.822	1.19	0.776
1.97	1.19	0.93
2.03	1.33	0.94
2.11	1.35	1.08
2.11	1.37	0.82
